datetime,indicator_name,indicator_dimension,value
2024-06-03 17:40:00,PM10,ug/m3,11.935
2024-06-03 17:40:00,NO₂,ppm,2.7707
2024-06-03 17:40:00,CO,ppm,0.004
2024-06-03 18:00:00,Temperature,°C,15.645
2024-06-03 18:00:00,Humidity,%,19.1856
2024-06-03 18:00:00,Pressure,Pa,98173.9939
2024-06-03 18:00:00,PM2.5,ug/m3,8.4367
2024-06-03 18:00:00,PM10,ug/m3,12.9006
2024-06-03 18:00:00,NO₂,ppm,2.7807
2024-06-03 18:00:00,CO,ppm,0.004
2024-06-03 18:20:00,Temperature,°C,15.5859
2024-06-03 18:20:00,Humidity,%,19.3088
2024-06-03 18:20:00,Pressure,Pa,98187.5035
2024-06-03 18:20:00,PM2.5,ug/m3,8.5712
2024-06-03 18:20:00,PM10,ug/m3,12.3706
2024-06-03 18:20:00,NO₂,ppm,2.7617
2024-06-03 18:20:00,CO,ppm,0.004
2024-06-03 18:40:00,Temperature,°C,15.4733
2024-06-03 18:40:00,Humidity,%,19.8861
2024-06-03 18:40:00,Pressure,Pa,98202.22
2024-06-03 18:40:00,PM2.5,ug/m3,12.3033
2024-06-03 18:40:00,PM10,ug/m3,18.0633
2024-06-03 18:40:00,NO₂,ppm,2.7759
2024-06-03 18:40:00,CO,ppm,0.004
2024-06-03 19:00:00,Temperature,°C,15.2459
2024-06-03 19:00:00,Humidity,%,20.6241
2024-06-03 19:00:00,Pressure,Pa,98219.0035
2024-06-03 19:00:00,PM2.5,ug/m3,10.7418
2024-06-03 19:00:00,PM10,ug/m3,16.0165
2024-06-03 19:00:00,NO₂,ppm,2.7615
2024-06-03 19:00:00,CO,ppm,0.004
2024-06-03 19:20:00,Temperature,°C,14.9783
2024-06-03 19:20:00,Humidity,%,20.9517
2024-06-03 19:20:00,Pressure,Pa,98248.5961
2024-06-03 19:20:00,PM2.5,ug/m3,12.1239
2024-06-03 19:20:00,PM10,ug/m3,18.2878
2024-06-03 19:20:00,NO₂,ppm,2.8174
2024-06-03 19:20:00,CO,ppm,0.0033
2024-06-03 19:40:00,Temperature,°C,14.3295
2024-06-03 19:40:00,Humidity,%,21.9995
2024-06-03 19:40:00,Pressure,Pa,98272.1247
2024-06-03 19:40:00,PM2.5,ug/m3,17.4121
2024-06-03 19:40:00,PM10,ug/m3,26.7532
2024-06-03 19:40:00,NO₂,ppm,2.8641
2024-06-03 19:40:00,CO,ppm,0.003
2024-06-03 20:00:00,Temperature,°C,13.7484
2024-06-03 20:00:00,Humidity,%,22.8263
2024-06-03 20:00:00,Pressure,Pa,98300.8816
2024-06-03 20:00:00,PM2.5,ug/m3,26.8611
2024-06-03 20:00:00,PM10,ug/m3,40.8574
2024-06-03 20:00:00,NO₂,ppm,2.9239
2024-06-03 20:00:00,CO,ppm,0.003
2024-06-03 20:20:00,Temperature,°C,13.3029
2024-06-03 20:20:00,Humidity,%,23.7424
2024-06-03 20:20:00,Pressure,Pa,98341.19
2024-06-03 20:20:00,PM2.5,ug/m3,17.4976
2024-06-03 20:20:00,PM10,ug/m3,24.7765
2024-06-03 20:20:00,NO₂,ppm,2.9734
2024-06-03 20:20:00,CO,ppm,0.003
2024-06-03 20:40:00,Temperature,°C,13.1789
2024-06-03 20:40:00,Humidity,%,24.2961
2024-06-03 20:40:00,Pressure,Pa,98385.9911
2024-06-03 20:40:00,PM2.5,ug/m3,21.56
2024-06-03 20:40:00,PM10,ug/m3,31.1317
2024-06-03 20:40:00,NO₂,ppm,3.0054
2024-06-03 20:40:00,CO,ppm,0.003
2024-06-03 21:00:00,Temperature,°C,12.7047
2024-06-03 21:00:00,Humidity,%,25.5674
2024-06-03 21:00:00,Pressure,Pa,98433.58
2024-06-03 21:00:00,PM2.5,ug/m3,23.2389
2024-06-03 21:00:00,PM10,ug/m3,33.1121
2024-06-03 21:00:00,NO₂,ppm,3.0273
2024-06-03 21:00:00,CO,ppm,0.003
2024-06-03 21:20:00,Temperature,°C,12.1028
2024-06-03 21:20:00,Humidity,%,27.3678
2024-06-03 21:20:00,Pressure,Pa,98467.9439
2024-06-03 21:20:00,PM2.5,ug/m3,23.1639
2024-06-03 21:20:00,PM10,ug/m3,31.6544
2024-06-03 21:20:00,NO₂,ppm,3.0934
2024-06-03 21:20:00,CO,ppm,0.003
2024-06-03 21:40:00,Temperature,°C,11.6394
2024-06-03 21:40:00,Humidity,%,28.7439
2024-06-03 21:40:00,Pressure,Pa,98505.38
2024-06-03 21:40:00,PM2.5,ug/m3,22.5089
2024-06-03 21:40:00,PM10,ug/m3,30.8406
2024-06-03 21:40:00,NO₂,ppm,3.1195
2024-06-03 21:40:00,CO,ppm,0.003
2024-06-03 22:00:00,Temperature,°C,11.1872
2024-06-03 22:00:00,Humidity,%,30.0061
2024-06-03 22:00:00,Pressure,Pa,98536.4967
2024-06-03 22:00:00,PM2.5,ug/m3,24.7589
2024-06-03 22:00:00,PM10,ug/m3,35.4083
2024-06-03 22:00:00,NO₂,ppm,3.1567
2024-06-03 22:00:00,CO,ppm,0.003
2024-06-03 22:20:00,Temperature,°C,11.0594
2024-06-03 22:20:00,Humidity,%,30.5233
2024-06-03 22:20:00,Pressure,Pa,98573.9733
2024-06-03 22:20:00,PM2.5,ug/m3,25.1811
2024-06-03 22:20:00,PM10,ug/m3,33.9756
2024-06-03 22:20:00,NO₂,ppm,3.1403
2024-06-03 22:20:00,CO,ppm,0.003
2024-06-03 22:40:00,Temperature,°C,10.7658
2024-06-03 22:40:00,Humidity,%,31.2958
2024-06-03 22:40:00,Pressure,Pa,98592.4853
2024-06-03 22:40:00,PM2.5,ug/m3,29.9232
2024-06-03 22:40:00,PM10,ug/m3,44.8274
2024-06-03 22:40:00,NO₂,ppm,3.1531
2024-06-03 22:40:00,CO,ppm,0.003
2024-06-03 23:00:00,Temperature,°C,10.4289
2024-06-03 23:00:00,Humidity,%,32.1358
2024-06-03 23:00:00,Pressure,Pa,98615.6058
2024-06-03 23:00:00,PM2.5,ug/m3,23.9411
2024-06-03 23:00:00,PM10,ug/m3,32.1905
2024-06-03 23:00:00,NO₂,ppm,3.1915
2024-06-03 23:00:00,CO,ppm,0.003
2024-06-03 23:20:00,Temperature,°C,9.84
2024-06-03 23:20:00,Humidity,%,33.4874
2024-06-03 23:20:00,Pressure,Pa,98635.4147
2024-06-03 23:20:00,PM2.5,ug/m3,23.9726
2024-06-03 23:20:00,PM10,ug/m3,32.9632
2024-06-03 23:20:00,NO₂,ppm,3.2743
2024-06-03 23:20:00,CO,ppm,0.0029
2024-06-03 23:40:00,Temperature,°C,9.135
2024-06-03 23:40:00,Humidity,%,35.1706
2024-06-03 23:40:00,Pressure,Pa,98656.9056
2024-06-03 23:40:00,PM2.5,ug/m3,25.6875
2024-06-03 23:40:00,PM10,ug/m3,37.4625
2024-06-03 23:40:00,NO₂,ppm,3.3863
2024-06-03 23:40:00,CO,ppm,0.0021
2024-06-04 00:00:00,Temperature,°C,8.6639
2024-06-04 00:00:00,Humidity,%,36.3994
2024-06-04 00:00:00,Pressure,Pa,98695.9767
2024-06-04 00:00:00,PM2.5,ug/m3,25.4544
2024-06-04 00:00:00,PM10,ug/m3,35.81
2024-06-04 00:00:00,NO₂,ppm,3.431
2024-06-04 00:00:00,CO,ppm,0.002
2024-06-04 00:20:00,Temperature,°C,8.39
2024-06-04 00:20:00,Humidity,%,37.2606
2024-06-04 00:20:00,Pressure,Pa,98727.5744
2024-06-04 00:20:00,PM2.5,ug/m3,26.1178
2024-06-04 00:20:00,PM10,ug/m3,39.3822
2024-06-04 00:20:00,NO₂,ppm,3.4872
2024-06-04 00:20:00,CO,ppm,0.002
2024-06-04 00:40:00,Temperature,°C,8.1495
2024-06-04 00:40:00,Humidity,%,37.8711
2024-06-04 00:40:00,Pressure,Pa,98759.2037
2024-06-04 00:40:00,PM2.5,ug/m3,25.0337
2024-06-04 00:40:00,PM10,ug/m3,36.0795
2024-06-04 00:40:00,NO₂,ppm,3.4932
2024-06-04 00:40:00,CO,ppm,0.002
2024-06-04 01:00:00,Temperature,°C,7.8247
2024-06-04 01:00:00,Humidity,%,38.3258
2024-06-04 01:00:00,Pressure,Pa,98779.2863
2024-06-04 01:00:00,PM2.5,ug/m3,24.1337
2024-06-04 01:00:00,PM10,ug/m3,36.0074
2024-06-04 01:00:00,NO₂,ppm,3.5333
2024-06-04 01:00:00,CO,ppm,0.002
2024-06-04 01:20:00,Temperature,°C,7.558
2024-06-04 01:20:00,Humidity,%,38.7813
2024-06-04 01:20:00,Pressure,Pa,98798.234
2024-06-04 01:20:00,PM2.5,ug/m3,22.16
2024-06-04 01:20:00,PM10,ug/m3,32.2129
2024-06-04 01:20:00,NO₂,ppm,3.5406
2024-06-04 01:20:00,CO,ppm,0.002
2024-06-04 01:40:00,Temperature,°C,7.3524
2024-06-04 01:40:00,Humidity,%,39.3965
2024-06-04 01:40:00,Pressure,Pa,98833.0571
2024-06-04 01:40:00,PM2.5,ug/m3,23.0594
2024-06-04 01:40:00,PM10,ug/m3,35.8844
2024-06-04 01:40:00,NO₂,ppm,3.5375
2024-06-04 01:40:00,CO,ppm,0.002
2024-06-04 02:00:00,Temperature,°C,7.1012
2024-06-04 02:00:00,Humidity,%,40.2324
2024-06-04 02:00:00,Pressure,Pa,98858.7282
2024-06-04 02:00:00,PM2.5,ug/m3,24.4106
2024-06-04 02:00:00,PM10,ug/m3,35.9859
2024-06-04 02:00:00,NO₂,ppm,3.574
2024-06-04 02:00:00,CO,ppm,0.002
2024-06-04 02:20:00,Temperature,°C,6.7576
2024-06-04 02:20:00,Humidity,%,41.5776
2024-06-04 02:20:00,Pressure,Pa,98882.4712
2024-06-04 02:20:00,PM2.5,ug/m3,26.1229
2024-06-04 02:20:00,PM10,ug/m3,38.4471
2024-06-04 02:20:00,NO₂,ppm,3.6138
2024-06-04 02:20:00,CO,ppm,0.002
2024-06-04 02:40:00,Temperature,°C,6.4211
2024-06-04 02:40:00,Humidity,%,42.7432
2024-06-04 02:40:00,Pressure,Pa,98912.9995
2024-06-04 02:40:00,PM2.5,ug/m3,26.4542
2024-06-04 02:40:00,PM10,ug/m3,38.8284
2024-06-04 02:40:00,NO₂,ppm,3.6638
2024-06-04 02:40:00,CO,ppm,0.002
2024-06-04 03:00:00,Temperature,°C,6.2083
2024-06-04 03:00:00,Humidity,%,43.4383
2024-06-04 03:00:00,Pressure,Pa,98940.5333
2024-06-04 03:00:00,PM2.5,ug/m3,18.8839
2024-06-04 03:00:00,PM10,ug/m3,27.9211
2024-06-04 03:00:00,NO₂,ppm,3.6719
2024-06-04 03:00:00,CO,ppm,0.002
2024-06-04 03:20:00,Temperature,°C,6.2925
2024-06-04 03:20:00,Humidity,%,43.5256
2024-06-04 03:20:00,Pressure,Pa,98957.01
2024-06-04 03:20:00,PM2.5,ug/m3,20.13
2024-06-04 03:20:00,PM10,ug/m3,28.8113
2024-06-04 03:20:00,NO₂,ppm,3.6467
2024-06-04 03:20:00,CO,ppm,0.002
2024-06-04 03:40:00,Temperature,°C,6.0694
2024-06-04 03:40:00,Humidity,%,44.2918
2024-06-04 03:40:00,Pressure,Pa,98970.0094
2024-06-04 03:40:00,PM2.5,ug/m3,20.2418
2024-06-04 03:40:00,PM10,ug/m3,29.0129
2024-06-04 03:40:00,NO₂,ppm,3.649
2024-06-04 03:40:00,CO,ppm,0.002
2024-06-04 04:00:00,Temperature,°C,5.5641
2024-06-04 04:00:00,Humidity,%,46.1712
2024-06-04 04:00:00,Pressure,Pa,98983.41
2024-06-04 04:00:00,PM2.5,ug/m3,19.5806
2024-06-04 04:00:00,PM10,ug/m3,28.1306
2024-06-04 04:00:00,NO₂,ppm,3.7164
2024-06-04 04:00:00,CO,ppm,0.002
2024-06-04 04:20:00,Temperature,°C,5.0306
2024-06-04 04:20:00,Humidity,%,47.31
2024-06-04 04:20:00,Pressure,Pa,98999.7529
2024-06-04 04:20:00,PM2.5,ug/m3,17.4459
2024-06-04 04:20:00,PM10,ug/m3,24.4106
2024-06-04 04:20:00,NO₂,ppm,3.8004
2024-06-04 04:20:00,CO,ppm,0.002
2024-06-04 04:40:00,Temperature,°C,4.7471
2024-06-04 04:40:00,Humidity,%,48.4459
2024-06-04 04:40:00,Pressure,Pa,99018.3676
2024-06-04 04:40:00,PM2.5,ug/m3,17.1447
2024-06-04 04:40:00,PM10,ug/m3,25.7694
2024-06-04 04:40:00,NO₂,ppm,3.8207
2024-06-04 04:40:00,CO,ppm,0.002
2024-06-04 05:00:00,Temperature,°C,4.4818
2024-06-04 05:00:00,Humidity,%,49.4659
2024-06-04 05:00:00,Pressure,Pa,99044.0853
2024-06-04 05:00:00,PM2.5,ug/m3,18.8947
2024-06-04 05:00:00,PM10,ug/m3,28.0376
2024-06-04 05:00:00,NO₂,ppm,3.8537
2024-06-04 05:00:00,CO,ppm,0.002
2024-06-04 05:20:00,Temperature,°C,4.4412
2024-06-04 05:20:00,Humidity,%,49.5353
2024-06-04 05:20:00,Pressure,Pa,99060.9065
2024-06-04 05:20:00,PM2.5,ug/m3,17.2512
2024-06-04 05:20:00,PM10,ug/m3,24.9035
2024-06-04 05:20:00,NO₂,ppm,3.8741
2024-06-04 05:20:00,CO,ppm,0.002
2024-06-04 05:40:00,Temperature,°C,4.4061
2024-06-04 05:40:00,Humidity,%,49.8189
2024-06-04 05:40:00,Pressure,Pa,99079.5522
2024-06-04 05:40:00,PM2.5,ug/m3,17.2589
2024-06-04 05:40:00,PM10,ug/m3,25.6639
2024-06-04 05:40:00,NO₂,ppm,3.8654
2024-06-04 05:40:00,CO,ppm,0.002
2024-06-04 06:00:00,Temperature,°C,4.3047
2024-06-04 06:00:00,Humidity,%,50.08
2024-06-04 06:00:00,Pressure,Pa,99101.4432
2024-06-04 06:00:00,PM2.5,ug/m3,16.1758
2024-06-04 06:00:00,PM10,ug/m3,24.43
2024-06-04 06:00:00,NO₂,ppm,3.8661
2024-06-04 06:00:00,CO,ppm,0.002
2024-06-04 06:20:00,Temperature,°C,4.3972
2024-06-04 06:20:00,Humidity,%,49.7517
2024-06-04 06:20:00,Pressure,Pa,99127.0306
2024-06-04 06:20:00,PM2.5,ug/m3,15.9061
2024-06-04 06:20:00,PM10,ug/m3,23.5322
2024-06-04 06:20:00,NO₂,ppm,3.8453
2024-06-04 06:20:00,CO,ppm,0.002
2024-06-04 06:40:00,Temperature,°C,4.2932
2024-06-04 06:40:00,Humidity,%,50.5084
2024-06-04 06:40:00,Pressure,Pa,99147.8168
2024-06-04 06:40:00,PM2.5,ug/m3,16.4747
2024-06-04 06:40:00,PM10,ug/m3,24.0011
2024-06-04 06:40:00,NO₂,ppm,3.8789
2024-06-04 06:40:00,CO,ppm,0.002
2024-06-04 07:00:00,Temperature,°C,4.1674
2024-06-04 07:00:00,Humidity,%,50.5111
2024-06-04 07:00:00,Pressure,Pa,99172.5605
2024-06-04 07:00:00,PM2.5,ug/m3,17.0932
2024-06-04 07:00:00,PM10,ug/m3,25.0084
2024-06-04 07:00:00,NO₂,ppm,3.9063
2024-06-04 07:00:00,CO,ppm,0.002
2024-06-04 07:20:00,Temperature,°C,4.0616
2024-06-04 07:20:00,Humidity,%,50.7347
2024-06-04 07:20:00,Pressure,Pa,99184.0905
2024-06-04 07:20:00,PM2.5,ug/m3,18.0921
2024-06-04 07:20:00,PM10,ug/m3,26.5032
2024-06-04 07:20:00,NO₂,ppm,3.9573
2024-06-04 07:20:00,CO,ppm,0.002
2024-06-04 07:40:00,Temperature,°C,3.8185
2024-06-04 07:40:00,Humidity,%,51.322
2024-06-04 07:40:00,Pressure,Pa,99210.1585
2024-06-04 07:40:00,PM2.5,ug/m3,19.244
2024-06-04 07:40:00,PM10,ug/m3,31.242
2024-06-04 07:40:00,NO₂,ppm,4.0173
2024-06-04 07:40:00,CO,ppm,0.002
2024-06-04 08:00:00,Temperature,°C,3.9117
2024-06-04 08:00:00,Humidity,%,51.7644
2024-06-04 08:00:00,Pressure,Pa,99233.0678
2024-06-04 08:00:00,PM2.5,ug/m3,18.4861
2024-06-04 08:00:00,PM10,ug/m3,27.8722
2024-06-04 08:00:00,NO₂,ppm,4.0318
2024-06-04 08:00:00,CO,ppm,0.002
2024-06-04 08:20:00,Temperature,°C,4.2053
2024-06-04 08:20:00,Humidity,%,51.9389
2024-06-04 08:20:00,Pressure,Pa,99260.0068
2024-06-04 08:20:00,PM2.5,ug/m3,19.5058
2024-06-04 08:20:00,PM10,ug/m3,29.0126
2024-06-04 08:20:00,NO₂,ppm,4.0164
2024-06-04 08:20:00,CO,ppm,0.002
2024-06-04 08:40:00,Temperature,°C,4.7658
2024-06-04 08:40:00,Humidity,%,50.0495
2024-06-04 08:40:00,Pressure,Pa,99279.1989
2024-06-04 08:40:00,PM2.5,ug/m3,20.6374
2024-06-04 08:40:00,PM10,ug/m3,30.8832
2024-06-04 08:40:00,NO₂,ppm,3.9238
2024-06-04 08:40:00,CO,ppm,0.002
2024-06-04 09:00:00,Temperature,°C,5.4332
2024-06-04 09:00:00,Humidity,%,48.4032
2024-06-04 09:00:00,Pressure,Pa,99298.2179
2024-06-04 09:00:00,PM2.5,ug/m3,20.8763
2024-06-04 09:00:00,PM10,ug/m3,31.3732
2024-06-04 09:00:00,NO₂,ppm,3.8783
2024-06-04 09:00:00,CO,ppm,0.002
2024-06-04 09:20:00,Temperature,°C,6.0395
2024-06-04 09:20:00,Humidity,%,46.9784
2024-06-04 09:20:00,Pressure,Pa,99317.2147
2024-06-04 09:20:00,PM2.5,ug/m3,20.7895
2024-06-04 09:20:00,PM10,ug/m3,31.4274
2024-06-04 09:20:00,NO₂,ppm,3.8082
2024-06-04 09:20:00,CO,ppm,0.002
2024-06-04 09:40:00,Temperature,°C,6.6384
2024-06-04 09:40:00,Humidity,%,46.7047
2024-06-04 09:40:00,Pressure,Pa,99346.1632
2024-06-04 09:40:00,PM2.5,ug/m3,21.8674
2024-06-04 09:40:00,PM10,ug/m3,34.4279
2024-06-04 09:40:00,NO₂,ppm,3.8174
2024-06-04 09:40:00,CO,ppm,0.002
2024-06-04 10:00:00,Temperature,°C,7.284
2024-06-04 10:00:00,Humidity,%,44.9745
2024-06-04 10:00:00,Pressure,Pa,99365.5625
2024-06-04 10:00:00,PM2.5,ug/m3,20.99
2024-06-04 10:00:00,PM10,ug/m3,33.4005
2024-06-04 10:00:00,NO₂,ppm,3.7542
2024-06-04 10:00:00,CO,ppm,0.002
2024-06-04 10:20:00,Temperature,°C,7.9047
2024-06-04 10:20:00,Humidity,%,43.3132
2024-06-04 10:20:00,Pressure,Pa,99388.1721
2024-06-04 10:20:00,PM2.5,ug/m3,19.3389
2024-06-04 10:20:00,PM10,ug/m3,29.3389
2024-06-04 10:20:00,NO₂,ppm,3.5835
2024-06-04 10:20:00,CO,ppm,0.002
2024-06-04 10:40:00,Temperature,°C,8.23
2024-06-04 10:40:00,Humidity,%,40.4811
2024-06-04 10:40:00,Pressure,Pa,99405.2916
2024-06-04 10:40:00,PM2.5,ug/m3,16.1568
2024-06-04 10:40:00,PM10,ug/m3,25.4511
2024-06-04 10:40:00,NO₂,ppm,3.639
2024-06-04 10:40:00,CO,ppm,0.002
2024-06-04 11:00:00,Temperature,°C,8.6637
2024-06-04 11:00:00,Humidity,%,38.9795
2024-06-04 11:00:00,Pressure,Pa,99417.4063
2024-06-04 11:00:00,PM2.5,ug/m3,14.6779
2024-06-04 11:00:00,PM10,ug/m3,23.2211
2024-06-04 11:00:00,NO₂,ppm,3.5753
2024-06-04 11:00:00,CO,ppm,0.002
2024-06-04 11:20:00,Temperature,°C,9.2247
2024-06-04 11:20:00,Humidity,%,37.4342
2024-06-04 11:20:00,Pressure,Pa,99433.6421
2024-06-04 11:20:00,PM2.5,ug/m3,14.9761
2024-06-04 11:20:00,PM10,ug/m3,22.7228
2024-06-04 11:20:00,NO₂,ppm,3.4248
2024-06-04 11:20:00,CO,ppm,0.002
2024-06-04 11:40:00,Temperature,°C,9.7328
2024-06-04 11:40:00,Humidity,%,36.1672
2024-06-04 11:40:00,Pressure,Pa,99434.9989
2024-06-04 11:40:00,PM2.5,ug/m3,13.0506
2024-06-04 11:40:00,PM10,ug/m3,20.8833
2024-06-04 11:40:00,NO₂,ppm,3.3657
2024-06-04 11:40:00,CO,ppm,0.002
2024-06-04 12:00:00,Temperature,°C,10.1532
2024-06-04 12:00:00,Humidity,%,34.2842
2024-06-04 12:00:00,Pressure,Pa,99447.6321
2024-06-04 12:00:00,PM2.5,ug/m3,13.4816
2024-06-04 12:00:00,PM10,ug/m3,20.7326
2024-06-04 12:00:00,NO₂,ppm,3.3676
2024-06-04 12:00:00,CO,ppm,0.002
2024-06-04 12:20:00,Temperature,°C,10.2522
2024-06-04 12:20:00,Humidity,%,32.57
2024-06-04 12:20:00,Pressure,Pa,99447.2417
2024-06-04 12:20:00,PM2.5,ug/m3,11.7228
2024-06-04 12:20:00,PM10,ug/m3,18.8278
2024-06-04 12:20:00,NO₂,ppm,3.4374
2024-06-04 12:20:00,CO,ppm,0.002
2024-06-04 12:40:00,Temperature,°C,10.8685
2024-06-04 12:40:00,Humidity,%,31.476
2024-06-04 12:40:00,Pressure,Pa,99441.3335
2024-06-04 12:40:00,PM2.5,ug/m3,15.4765
2024-06-04 12:40:00,PM10,ug/m3,24.2095
2024-06-04 12:40:00,NO₂,ppm,3.3237
2024-06-04 12:40:00,CO,ppm,0.0023
2024-06-04 13:00:00,Temperature,°C,11.4
2024-06-04 13:00:00,Humidity,%,29.7639
2024-06-04 13:00:00,Pressure,Pa,99441.8144
2024-06-04 13:00:00,PM2.5,ug/m3,11.1294
2024-06-04 13:00:00,PM10,ug/m3,18.3711
2024-06-04 13:00:00,NO₂,ppm,3.2974
2024-06-04 13:00:00,CO,ppm,0.002
2024-06-04 13:20:00,Temperature,°C,11.8047
2024-06-04 13:20:00,Humidity,%,28.7284
2024-06-04 13:20:00,Pressure,Pa,99434.9184
2024-06-04 13:20:00,PM2.5,ug/m3,11.7647
2024-06-04 13:20:00,PM10,ug/m3,18.6247
2024-06-04 13:20:00,NO₂,ppm,3.2619
2024-06-04 13:20:00,CO,ppm,0.0026
2024-06-04 13:40:00,Temperature,°C,11.8895
2024-06-04 13:40:00,Humidity,%,27.7905
2024-06-04 13:40:00,Pressure,Pa,99431.4865
2024-06-04 13:40:00,PM2.5,ug/m3,11.5655
2024-06-04 13:40:00,PM10,ug/m3,19.3945
2024-06-04 13:40:00,NO₂,ppm,3.3476
2024-06-04 13:40:00,CO,ppm,0.002
2024-06-04 14:00:00,Temperature,°C,12
2024-06-04 14:00:00,Humidity,%,27.8416
2024-06-04 14:00:00,Pressure,Pa,99431.1584
2024-06-04 14:00:00,PM2.5,ug/m3,11.7426
2024-06-04 14:00:00,PM10,ug/m3,18.5011
2024-06-04 14:00:00,NO₂,ppm,3.3844
2024-06-04 14:00:00,CO,ppm,0.002
2024-06-04 14:20:00,Temperature,°C,12.4732
2024-06-04 14:20:00,Humidity,%,27.0758
2024-06-04 14:20:00,Pressure,Pa,99428.3542
2024-06-04 14:20:00,PM2.5,ug/m3,11.8068
2024-06-04 14:20:00,PM10,ug/m3,17.8684
2024-06-04 14:20:00,NO₂,ppm,3.3059
2024-06-04 14:20:00,CO,ppm,0.002
2024-06-04 14:40:00,Temperature,°C,12.6474
2024-06-04 14:40:00,Humidity,%,26.8358
2024-06-04 14:40:00,Pressure,Pa,99421.8068
2024-06-04 14:40:00,PM2.5,ug/m3,11.5047
2024-06-04 14:40:00,PM10,ug/m3,17.5263
2024-06-04 14:40:00,NO₂,ppm,3.3321
2024-06-04 14:40:00,CO,ppm,0.002
2024-06-04 15:00:00,Temperature,°C,13.4121
2024-06-04 15:00:00,Humidity,%,26.0274
2024-06-04 15:00:00,Pressure,Pa,99415.2905
2024-06-04 15:00:00,PM2.5,ug/m3,11.4889
2024-06-04 15:00:00,PM10,ug/m3,16.7774
2024-06-04 15:00:00,NO₂,ppm,3.2295
2024-06-04 15:00:00,CO,ppm,0.0026
2024-06-04 15:20:00,Temperature,°C,13.0589
2024-06-04 15:20:00,Humidity,%,24.8326
2024-06-04 15:20:00,Pressure,Pa,99422.1468
2024-06-04 15:20:00,PM2.5,ug/m3,10.1726
2024-06-04 15:20:00,PM10,ug/m3,16.2042
2024-06-04 15:20:00,NO₂,ppm,3.3627
2024-06-04 15:20:00,CO,ppm,0.002
2024-06-04 15:40:00,Temperature,°C,13.1063
2024-06-04 15:40:00,Humidity,%,24.8616
2024-06-04 15:40:00,Pressure,Pa,99423.2111
2024-06-04 15:40:00,PM2.5,ug/m3,9.4521
2024-06-04 15:40:00,PM10,ug/m3,15.8289
2024-06-04 15:40:00,NO₂,ppm,3.3519
2024-06-04 15:40:00,CO,ppm,0.002
2024-06-04 16:00:00,Temperature,°C,13.36
2024-06-04 16:00:00,Humidity,%,24.1553
2024-06-04 16:00:00,Pressure,Pa,99422.3563
2024-06-04 16:00:00,PM2.5,ug/m3,9.6605
2024-06-04 16:00:00,PM10,ug/m3,15.5758
2024-06-04 16:00:00,NO₂,ppm,3.3756
2024-06-04 16:00:00,CO,ppm,0.002
2024-06-04 16:20:00,Temperature,°C,13.7632
2024-06-04 16:20:00,Humidity,%,24.3532
2024-06-04 16:20:00,Pressure,Pa,99409.1574
2024-06-04 16:20:00,PM2.5,ug/m3,9.2958
2024-06-04 16:20:00,PM10,ug/m3,15.6042
2024-06-04 16:20:00,NO₂,ppm,3.2481
2024-06-04 16:20:00,CO,ppm,0.0027
2024-06-04 16:40:00,Temperature,°C,13.9821
2024-06-04 16:40:00,Humidity,%,23.5474
2024-06-04 16:40:00,Pressure,Pa,99403.7216
2024-06-04 16:40:00,PM2.5,ug/m3,9.3958
2024-06-04 16:40:00,PM10,ug/m3,16.4095
2024-06-04 16:40:00,NO₂,ppm,3.3122
2024-06-04 16:40:00,CO,ppm,0.0022
2024-06-04 17:00:00,Temperature,°C,13.5216
2024-06-04 17:00:00,Humidity,%,23.6558
2024-06-04 17:00:00,Pressure,Pa,99413.5479
2024-06-04 17:00:00,PM2.5,ug/m3,8.8989
2024-06-04 17:00:00,PM10,ug/m3,15.3347
2024-06-04 17:00:00,NO₂,ppm,3.3958
2024-06-04 17:00:00,CO,ppm,0.002
2024-06-04 17:20:00,Temperature,°C,13.6316
2024-06-04 17:20:00,Humidity,%,23.8963
2024-06-04 17:20:00,Pressure,Pa,99415.6705
2024-06-04 17:20:00,PM2.5,ug/m3,8.5758
2024-06-04 17:20:00,PM10,ug/m3,15.4958
2024-06-04 17:20:00,NO₂,ppm,3.3092
2024-06-04 17:20:00,CO,ppm,0.0021
2024-06-04 17:40:00,Temperature,°C,13.8053
2024-06-04 17:40:00,Humidity,%,23.4042
2024-06-04 17:40:00,Pressure,Pa,99411.7768
2024-06-04 17:40:00,PM2.5,ug/m3,9.0716
2024-06-04 17:40:00,PM10,ug/m3,16.1863
2024-06-04 17:40:00,NO₂,ppm,3.3363
2024-06-04 17:40:00,CO,ppm,0.002
2024-06-04 18:00:00,Temperature,°C,13.6244
2024-06-04 18:00:00,Humidity,%,23.3506
2024-06-04 18:00:00,Pressure,Pa,99422.7194
2024-06-04 18:00:00,PM2.5,ug/m3,9.2528
2024-06-04 18:00:00,PM10,ug/m3,16.8961
2024-06-04 18:00:00,NO₂,ppm,3.3582
2024-06-04 18:00:00,CO,ppm,0.002
2024-06-04 18:20:00,Temperature,°C,13.3794
2024-06-04 18:20:00,Humidity,%,22.8875
2024-06-04 18:20:00,Pressure,Pa,99428.4888
2024-06-04 18:20:00,PM2.5,ug/m3,10.095
2024-06-04 18:20:00,PM10,ug/m3,20.4119
2024-06-04 18:20:00,NO₂,ppm,3.4338
2024-06-04 18:20:00,CO,ppm,0.002
